table_no,record_name,title,year,author_st,taxonomic_group_st,issue,latin_family_name,latin_name,copyright
1820,floradanica_1820.tif,Potentilla recta L.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Rosaceae,Potentilla recta L.,free
1821,floradanica_1821.tif,Pedicularis lanata Cham.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Scrophulariaceae,Pedicularis lanata Cham. & Schlecht.,free
1822,floradanica_1822.tif,Thymus Acinos var. villosus (Pers.) Horn.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Lamiaceae,Satureja acinos (L.) Scheele,free
1823,floradanica_1823.tif,Scutellaria hastifolia L.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Lamiaceae,Scutellaria hastifolia L.,free
1824,floradanica_1824.tif,Camelina dentata (Willd.) Pers.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Brassicaceae,Camelina alyssum (Miller) Thell. ssp. alyssum,free
1825,floradanica_1825.tif,Malva pusilla Sm.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Malvaceae,Malva pusilla Sm.,free
1826,floradanica_1826.tif,Genista germanica L.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Fabaceae,Genista germanica L.,free
1827,floradanica_1827.tif,Apargia hirta Sm.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Thrincia hirta Roth.,free
1828,floradanica_1828.tif,Tussilago spuria Retz.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Asteraceae,Petasites spurius (Retz.) Reichenb.,free
1829,floradanica_1829.tif,Carex Schreberi Schrank.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Cyperaceae,Carex praecox Schreber,free
1830,floradanica_1830.tif,Bryonia dioica Jacq.,1825,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,Cucurbitaceae,Bryonia cretica L. ssp.  dioica (Jacq.) Tutin,free
1831,floradanica_1831.tif,Jungermannia dilatata L. / Jungermannia obtusifolia Hook.,1825,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Frullania dilatata (L.) N. E.,free
1832,floradanica_1832.tif,Jungermannia furcata L.,1825,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Metzgeria furcata (L.) N. E.,free
1833,floradanica_1833.tif,Anthoceros laevis L.,1825,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,,free
1834,floradanica_1834.tif,Alcynoidium attenuatum Ag.,1825,J. W. Hornemann,Ukendt,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Non vegetabile,free
1835,floradanica_1835.tif,Sphaerococcus purpurascens (Huds.) Ag.,1825,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Cystoclonium purpurascens (Huds.) Kütz.,free
1836,floradanica_1836.tif,"Hutchinsia elongata [beta], denudata Ag.",1825,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Polysiphonia elongata (Huds.) Harv.,free
1837,floradanica_1837.tif,Scytosiphon percursa Ag. / Diatoma marinum Lgb.,1825,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Diplonema percursum (Ag.) Kjellm. (ex p.).,free
1838,floradanica_1838.tif,"Conferva zonata Web. et M. / Zygnema pectinatum Lgb. / Conferva vesicata [beta], fuscescens Ag.",1825,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Ulothrix zonata (W. et M.) Kütz.,free
1839,floradanica_1839.tif,Nostoc pruniforme Ag. / Linkia atra Lgb.,1825,J. W. Hornemann,Ukendt,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Rivularia atra Roth.,free
1840,floradanica_1840.tif,Ulva crispa Ag. / Achnanthes brevipes Ag.,1825,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Prasiola crispa (Ag.) Menegh.,free
1841,floradanica_1841.tif,Bangia atropurpurea Ag. / Bangia atropurpurea Ag. var. fuscopurpurea Ag.,1825,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Bangia fuscopurpurea (Dillw.) Lbg.,free
1842,floradanica_1842.tif,Ulva Lactuca Horn.,1825,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Monostroma sp.,free
1843,floradanica_1843.tif,Agaricus subcavus Schum. / Agaricus sordidus Schum.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,(Armillaria)!,free
1844,floradanica_1844.tif,Agaricus urbus Fr. / Agaricus canaliculatus Schum.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,(Tricholoma)! = Agaricus incurvus Schum.,free
1845,floradanica_1845.tif,Agaricus lacteus Pers. / Agaricus sciophanus Fr.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,(Mycena)!,free
1846,floradanica_1846.tif,Agaricus lacerus v. maritimus Fr. / Agaricus lateritius Fr. (Agaricus cinnamomeus Sch.),1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Agaricus (Inocybe) maritimus Fr.,free
1847,floradanica_1847.tif,Agaricus phyllophilus Pers.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,(Cliotybe)!,free
1848,floradanica_1848.tif,Agaricus disseminatus Pers.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,(Psathyrella)!,free
1849,floradanica_1849.tif,Polyporus suavolens Fr.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Trametes suavolens Fr.,free
1850,floradanica_1850.tif,Polyporus adustus Fr. / Boletus piperatus Bull.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,,free
1851,floradanica_1851.tif,Thelephora viscosa Pers. / Thelephora crustacea Schum.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Tremella viscosa Berkel.,free
1852,floradanica_1852.tif,Clavaria contorta Holmskj. / Clavaria argillacea Pers. / Stilbum Mucerdae Fr.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Hydrophora Mucerdae Fr.,free
1853,floradanica_1853.tif,Peziza abietina Pers. / Peziza gemmata Schum.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,,free
1854,floradanica_1854.tif,Peziza fuligiena Schum. / Peziza arenaria Horn. / Peziza patula Schum.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Peziza maritima Fr.,free
1855,floradanica_1855.tif,Peziza alba Schum. / Peziza lenticularis Bull. / Peziza helotioides Fr.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Helotium album (Schum.).,free
1856,floradanica_1856.tif,Acscobolus glaber Pers. / Ascobolus furfuraceus Pers. / Ascobolus aerugineus Fr.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,,free
1857,floradanica_1857.tif,Dacrymyces virescens Schum. / Dacrymyces stillatus N. E. / Dacrymyces Syringae Fr.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Nematelia virescens (Schum.) Cord.,free
1858,floradanica_1858.tif,Sphaeria carpophila Pers. / Sphaeria tremelloides Schum.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Xylaria carpophila (P.) Fr.,free
1859,floradanica_1859.tif,Sphaeria disciformis Hffm. / Sphaeria caprina Fr.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Diatrype disciformis (Hffm.) Fr.,free
1860,floradanica_1860.tif,Cenangium acutum Fr. / Hysterium commune Fr. / Hysterium Sambuci Schum.,1825,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 31,,Hysterium Sambuci Schum. = Opegrapha varia Pers.,free
1861,floradanica_1861.tif,Scirpus caespitosus L.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Cyperaceae,Trichophorum cespitosum (L.) Hartman,free
1862,floradanica_1862.tif,Scirpus pauciflorus Lightf.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Cyperaceae,Eleocharis quinqueflora (F. X. Hartmann) O. Schwarz,free
1863,floradanica_1863.tif,Triticum littoreum Schum.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Poaceae,Elytrigia repens (L.) Nevski ssp. caesius,free
1864,floradanica_1864.tif,Lolium arvense Horn.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Poaceae,Lolium remotum Schrank,free
1865,floradanica_1865.tif,Potamogeton zosteraefolius Schum.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Potamogetonaceae,Potamogeton compressus L.,free
1866,floradanica_1866.tif,Galium pusillum Horn.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Rubiaceae,Galium pumilum coll.,free
1867,floradanica_1867.tif,Hottonia palustris L. var. fl. roseis.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Primulaceae,Hottonia palustris L.,free
1868,floradanica_1868.tif,Myrrhis bulbosa (L.) Spr.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Apiaceae,Chaerophyllum bulbosum L.,free
1869,floradanica_1869.tif,Ornithogalum arvense Pers.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Liliaceae,Gagea villosa (Bieb.) Duby,free
1870,floradanica_1870.tif,Allium vineale L.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Liliaceae,Allium vineale L. var. vineale,free
1871,floradanica_1871.tif,Juncus pygmaeus Thuill.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Juncaceae,Juncus pygmaeus L. C. M. Richard   ???,free
1872,floradanica_1872.tif,Juncus obtusiflorus Ehrh.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Juncaceae,Juncus subnodulosus Schrank,free
1873,floradanica_1873.tif,Rumex paluster (palustris) Sm.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Polygonaceae,Rumex palustris Sm.,free
1874,floradanica_1874.tif,Geum intermedium Ehrh.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Rosaceae,Geum rivale x urbanum,free
1875,floradanica_1875.tif,Potentilla retusa Horn.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Rosaceae,Potentilla tridentata Sol. in Ait.,free
1876,floradanica_1876.tif,Mentha viridis L.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Lamiaceae,Mentha spicata L.,free
1877,floradanica_1877.tif,Stachys ambigua Sm. / Stachys ambigua Sm.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Lamiaceae,Stachys sp.,free
1878,floradanica_1878.tif,Pedicularis flammea L.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Scrophulariaceae,Pedicularis flammea L.,free
1879,floradanica_1879.tif,Arabis Holboellii Horn.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Brassicaceae,Arabis holboellii Hornem.,free
1880,floradanica_1880.tif,Lunaria biennis DC.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Brassicaceae,Lunaria annua L.,free
1881,floradanica_1881.tif,Nasturtium silvestre (L.) R. Br.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Brassicaceae,Rorippa sylvestris (L.) Besser,free
1882,floradanica_1882.tif,Malva Alcea L.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Malvaceae,Malva alcea L.,free
1883,floradanica_1883.tif,Melilotus dentatus (Waldst. et Kit.) Pers.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Fabaceae,Melilotus dentata (Waldst. & Kit.) Pers.,free
1884,floradanica_1884.tif,Cirsium acaule [beta],1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Asteraceae,Cirsium acaule Scop.,free
1885,floradanica_1885.tif,Senecio erucaefolius L.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Asteraceae,Senecio erucifolius L.,free
1886,floradanica_1886.tif,Carex teretiuscula Good.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Cyperaceae,Carex diandra Schrank,free
1887,floradanica_1887.tif,Carex paradoxa Willd.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Cyperaceae,Carex appropinquata Schumacher,free
1888,floradanica_1888.tif,Carex Lyngbyei Horn.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Cyperaceae,Carex lyngbyei Hornem.,free
1889,floradanica_1889.tif,Atriplex portulacoides L.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Chenopodiaceae,Halimione portulacoides (L.) Aellen,free
1890,floradanica_1890.tif,Mercurialis annua L.,1827,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,Euphorbiaceae,Mercurialis annua L.,free
1891,floradanica_1891.tif,Phascum crispum Hedw. / Phascum piliferum Schreb.,1827,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,"Phascum acaule [beta], piliferum Lindb.",free
1892,floradanica_1892.tif,Fontinalis antipyretica L.,1827,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,,free
1893,floradanica_1893.tif,Gymnostomum curvirostrum Hedw. / Gymnostomum ovatum Hedw.,1827,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Pottia cavifollia Ehrh.,free
1894,floradanica_1894.tif,Jungermannia Tamarisci L.,1827,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Frullania Tamarisci (L.) N. E.,free
1895,floradanica_1895.tif,Jungermannia anomala Hook.,1827,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Leptoscyphus anomalus (Hook.) Lindb.,free
1896,floradanica_1896.tif,Jungermannia incisa Horn. / Jungermannia Trichomanes Dicks.,1827,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Jungermannia exsecta Schmid. 119),free
1897,floradanica_1897.tif,"Cornicularia ochroleuca Ach. / Cenomyce deformis [alfa], crenulata Ach.",1827,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Alectoria ochroleuca var. cincinnata (Fr.) Nyl.,free
1898,floradanica_1898.tif,Lecanora miniata Ach. / Collema pulposum Ach.,1827,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,"Caloplaca elegans [beta], tenuis (Wahlenb.) Th. Fr.",free
1899,floradanica_1899.tif,Lecidea uliginosa Ach. / Verrucaria maura Ach.,1827,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Biatora uliginosa Fr.,free
1900,floradanica_1900.tif,Laminaria esculenta Lmrx. var.,1827,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Aleria esculenta (L.) Grev. (pl. junior),free
1901,floradanica_1901.tif,Laminaria Phyllitis Ag.,1827,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Laminaria saccharina (L.) f. Phyllitis (Ag.).,free
1902,floradanica_1902.tif,Cystoseira fibrosa Ag.,1827,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,,free
1903,floradanica_1903.tif,Chorda lomentaria Lgb.,1827,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,,free
1904,floradanica_1904.tif,Nodularia fluviatilis (L.) Lgb.,1827,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Sacheria rigida Sirodot.,free
1905,floradanica_1905.tif,Hutchinsia Brodiaei Lgb. / Hutchinsia byssoides (Dillw.) Ag.,1827,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Polysiphonia Brodiaei (Dillw.) Grev. f. Lyngbyei Kjellm.,free
1906,floradanica_1906.tif,Callithamnium reosum Lgb. / Conferva flaccida Lgb.,1827,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Elachista fucicola (Velley) Fries.,free
1907,floradanica_1907.tif,Agaricus virgineus Pers. / Agaricus eburneus Horn.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Hygrophorus virgineus (Wulf) Fr.,free
1908,floradanica_1908.tif,Agaricus connatus Schum.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,(Cliotybe)!,free
1909,floradanica_1909.tif,"Agaricus furcatus [beta], heterophyllus Fr. / Agaricus aurantiacus Fr.",1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Russula heterophylla Fr.,free
1910,floradanica_1910.tif,Agaricus sulfureus Bull. / Agaricus rutilans Pers.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,(Tricholoma)!,free
1911,floradanica_1911.tif,Agaricus nudus Horn. (Agaricus quadrifarius Schum.) / Agaricus pantherinus DC.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Agaricus (Mycena) pelianthinus Fr.,free
1912,floradanica_1912.tif,Agaricus suaveolens Schum. / Agaricus theiogalatus Bull.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,(Cliotybe)!,free
1913,floradanica_1913.tif,Agaricus Necator Pers.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Lactarius turpis (Weinm.) Fr.,free
1914,floradanica_1914.tif,Agaricus olivaceo-albus Fr. / Agaricus hypotheius Fr.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Hygrophorus hypotheius Fr.,free
1915,floradanica_1915.tif,Peziza squamosa Schum. / Peziza sulfurata Schum. / Peziza livida Schum.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,,free
1916,floradanica_1916.tif,Peziza Polytrichi Schum. / Peziza rutilans Fr. / Peziza tomentosa Fr.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Leucoloma rutilans (Fr.) Fuck.,free
1917,floradanica_1917.tif,Peziza calycina Fr. / Peziza alboviolascens Fr. / Peziza grannulaeformis Schum.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Helotium calycinum (Schum.) Karst.,free
1918,floradanica_1918.tif,"Peziza diversicolor [beta], viridis Fr. / Peziza sulfurea Pers. / Peziza caulicola Fr.",1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Lachnum sulfureum (Pers.) Karst.,free
1919,floradanica_1919.tif,Rhizomorpha subterranea Pers.,1827,J. W. Hornemann,Ukendt,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,Rhizomorpha fragilis Roth. (Mycelium Agarici).,free
1920,floradanica_1920.tif,Lycoperdon giganteum Batsch.,1827,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 32,,,free
1921,floradanica_1921.tif,Veronica alpina var. corymbosa Horn.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Scrophulariaceae,Veronica alpina L.,free
1922,floradanica_1922.tif,Scirpus glaucus Sm.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Cyperaceae,Schoenoplectus tabernaemontani (C. C. Gmelin) Palla,free
1923,floradanica_1923.tif,Scirpus multicaulis Sm.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Cyperaceae,Eleocharis multicaulis (Sm.) Desv.,free
1924,floradanica_1924.tif,Poa sudetica Hänk.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Poaceae,Poa chaixii Vill.,free
1925,floradanica_1925.tif,Festuca loliacea Horn.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Poaceae,Festuca pratensis L.,free
1926,floradanica_1926.tif,Montia fontana L. v. major,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Portulacaceae,Montia fontana L. ssp. fontana,free
1927,floradanica_1927.tif,Solanum nigrum villosum Horn.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Solanaceae,Solanum luteum Miller ssp. alatum (Moench) Dostál,free
1928,floradanica_1928.tif,Myrrhis odorata (L.) Scop.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Apiaceae,Myrrhis odorata (L.) Scop.,free
1929,floradanica_1929.tif,Luzula parviflora (Ehrh.) Desv.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Juncaceae,Luzula parviflora (Ehrh.) Desv.,free
1930,floradanica_1930.tif,Spergula pentandra Horn.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Caryophyllaceae,Spergula morisonii Boreau in Duchartre,free
1931,floradanica_1931.tif,Cerastium viscosum L. (C. ovale Pers.).,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Caryophyllaceae,Cerastium glomeratum Thuill.,free
1932,floradanica_1932.tif,Mentha silvestris L.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Lamiaceae,Mentha longifolia (L.) Hudson,free
1933,floradanica_1933.tif,Brunella (Prunella) grandiflora Jacq.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Lamiaceae,Prunella grandiflora (L.) Scholler,free
1934,floradanica_1934.tif,Cochlearia danica v. integrifolia DC.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Brassicaceae,Cochlearia groenlandica L.,free
1935,floradanica_1935.tif,Leontodon obliquus Horn.,1829,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 33,Asteraceae,Taraxacum Palustria (section),free
