table_no,record_name,title,year,author_st,taxonomic_group_st,issue,latin_family_name,latin_name,copyright
125,floradanica_0125.tif,Primula farinosa L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Primulaceae,Primula farinosa L.,free
126,floradanica_0126.tif,Lycopodium clavatum L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Lycopociaceae,Lycopodium clavatum L. ssp. clavatum,free
127,floradanica_0127.tif,Lycopodium annotinum L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Lycopodiaceae,Lycopodium annotinum L. ssp. annotinum,free
128,floradanica_0128.tif,Utricularia minor L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Lentibulariaceae,Utricularia minor L.,free
129,floradanica_0129.tif,Callitriche verna L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Callitrichaceae,Callitriche palustris L.,free
130,floradanica_0130.tif,Draba incana L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Brassicaceae,Draba incana L.,free
131,floradanica_0131.tif,Montia fontana L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Portulacaceae,Montia sp.,free
132,floradanica_0132.tif,Juncus triglumis L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Juncaceae,Juncus triglumis L.,free
133,floradanica_0133.tif,Trollius europaeus L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Ranunculaceae,Trollius europaeus L.,free
134,floradanica_0134.tif,Rubus saxatilis L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Rosaceae,Rubus saxatilis L.,free
135,floradanica_0135.tif,Cochlearia officinalis L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Brassicaceae,Cochlearia officinalis L.,free
136,floradanica_0136.tif,Lathraea squamaria L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Scrophulariaceae,Lathraea squamaria L.,free
137,floradanica_0137.tif,Ophrys ovata L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Orchidaceae,Listera ovata (L.) R. Br.,free
138,floradanica_0138.tif,Utricularia vulgaris L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Lentibulariaceae,Utricularia vulgaris L.,free
139,floradanica_0139.tif,Paris quadrifolia L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Liliaceae,Paris quadrifolia L.,free
140,floradanica_0140.tif,Anemone ranunculoides L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Ranunculaceae,Anemone ranunculoides L.,free
141,floradanica_0141.tif,Hypericum humifusum L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Clusiaceae,Hypericum humifusum L.,free
142,floradanica_0142.tif,Draba hirta Oed.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Brassicaceae,Draba lactea Adams,free
143,floradanica_0143.tif,Draba pyrenaica (?) Oed.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Brassicaceae,Draba daurica DC.,free
144,floradanica_0144.tif,Ranunculus lapponicus Oed.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Ranunculaceae,Ranunculus pygmaeus Wahlenb.,free
145,floradanica_0145.tif,Melampyrum silvaticum L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Scrophulariaceae,Melampyrum sylvaticum L.,free
146,floradanica_0146.tif,Fucus nodosus L.,1764,G. C. Oeder,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,,Ascophyllum nodosum (L.) Le Jolis (Halidrys Lgb.).,free
147,floradanica_0147.tif,Ophioglossum vulgatum L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Ophioglossaceae,Ophioglossum vulgatum L.,free
148,floradanica_0148.tif,Cardamine hirsuta Oed.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Brassicaceae,Cardamine hirsuta L.,free
149,floradanica_0149.tif,Hypochoeris maculata L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Asteraceae,Hypochoeris maculata L.,free
150,floradanica_0150.tif,Hypochoeris radicata L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Asteraceae,Hypochoeris radicata L.,free
151,floradanica_0151.tif,Lichen paschalis L.,1764,G. C. Oeder,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,,Stereocaulon paschale (L.) Fr.,free
152,floradanica_0152.tif,Convallaria multiflora L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Liliaceae,Polygonatum multiflorum (L.) All.,free
153,floradanica_0153.tif,Anemone pulsatilla L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Ranunculaceae,Pulsatilla vulgaris Miller ssp. vulgaris,free
154,floradanica_0154.tif,Chara hispida L.,1764,G. C. Oeder,Taxonomisk gruppe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,,,free
155,floradanica_0155.tif,Lichen islandicus L.,1764,G. C. Oeder,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,,Cetraria islandica (L.) Ach.,free
156,floradanica_0156.tif,Elatine Hydropiper L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Elatinaceae,Elatine hydropiper L.,free
157,floradanica_0157.tif,Aira flexuosa L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Poaceae,Deschampsia flexuosa (L.) Trin.,free
158,floradanica_0158.tif,Carex atrata L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Cyperaceae,Carex atrata L.,free
159,floradanica_0159.tif,Carex Saxatilis L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Cyperaceae,Carex bigelowii Torrey ex Schweinitz ssp. nardeticola J. Holub.,free
160,floradanica_0160.tif,Lolium temulentum,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Poaceae,Lolium temulentum L.,free
161,floradanica_0161.tif,Agrostis canina L. var.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Poaceae,Agrostis stricta J. F. Gmelin ssp. hyperborea (Laest.),free
162,floradanica_0162.tif,Festuca decumbens L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Poaceae,Danthonia decumbens (L.) DC. in Lam. & DC.,free
163,floradanica_0163.tif,Agrostis capillaris Oed.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Poaceae,Agrostis capillaris L.,free
164,floradanica_0164.tif,Bromus pinnatus Oed.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Poaceae,Brachypodium sylvaticum (Hudson) Beauv.,free
165,floradanica_0165.tif,Avena elatior L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Poaceae,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl.,free
166,floradanica_0166.tif,Carex pulicaris L. 11),1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Cyperaceae,Carex pulicaris L.,free
167,floradanica_0167.tif,Scirpus acicularis Oed.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Cyperaceae,Eleocharis uniglumis (Link) Schultes,free
168,floradanica_0168.tif,Carex capillaris L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Cyperaceae,Carex capillaris L. ssp. capillaris,free
169,floradanica_0169.tif,Osmunda Struthiopteris L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Woodsiaceae,Matteuccia struthiopteris (L.) Tod.,free
170,floradanica_0170.tif,Plantago uniflora L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Plantaginaceae,Littorella uniflora (L.) Ascherson,free
171,floradanica_0171.tif,Potentilla norvegica L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Rosaceae,Potentilla norvegica L.,free
172,floradanica_0172.tif,Sagittaria sagittifolia L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Alismataceae,Sagittaria sagittifolia L.,free
173,floradanica_0173.tif,Hypericum montanum L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Clusiaceae,Hypericum montanum L.,free
174,floradanica_0174.tif,Lysimachia nemorum L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Primulaceae,Lysimachia nemorum L.,free
175,floradanica_0175.tif,Phallus impudicus L.,1764,G. C. Oeder,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,,,free
176,floradanica_0176.tif,Hydnum imbricatum L.,1764,G. C. Oeder,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,,,free
177,floradanica_0177.tif,Centunculus minimus L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Primulaceae,Anagallis minima (L.) E. H. L. Krause in Sturm,free
178,floradanica_0178.tif,Linum Radiola L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Linaceae,Radiola linoides Roth,free
179,floradanica_0179.tif,Cyperus fuscus L.,1764,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,Cyperaceae,Cyperus fuscus L.,free
180,floradanica_0180.tif,Lichen rangiferinus alpestris L.,1764,G. C. Oeder,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  3,,Cladonia rangiferina (L.) Hoffm. var. alpestris.,free
181,floradanica_0181.tif,Ophrys Nidus avis L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Orchidaceae,Neottia nidus-avis (L.) L. C. M. Richard,free
182,floradanica_0182.tif,Sonchus alpinus L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Asteraceae,Cicerbita alpina (L.) Wallr.,free
183,floradanica_0183.tif,Rhodiola rosea L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Crassulaceae,Rhodiola rosea L.,free
184,floradanica_0184.tif,Lepidium ruderale L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Brassicaceae,Lepidium ruderale L.,free
185,floradanica_0185.tif,Ajuga pyramidalis L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Lamiaceae,Ajuga pyramidalis L.,free
186,floradanica_0186.tif,Potamogeton marinum L. Oed.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Potamogetonaceae,Potamogeton pectinatus L.,free
187,floradanica_0187.tif,Salsola hirsuta L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Chenopodiaceae,Bassia hirsuta (L.) Ascherson in Schweinf.,free
188,floradanica_0188.tif,Primula integrifolia Oed.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Primulaceae,Primula nutans Georgi,free
189,floradanica_0189.tif,Campanula rotundifolia L. var. [gamma],1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Campanulaceae,Campanula rotundifolia L. ssp. rotundifolia,free
190,floradanica_0190.tif,Asplenium Ruta muraria,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Aspleniaceae,Asplenium ruta-muraria L.,free
191,floradanica_0191.tif,Isoëtes lacustris L. 12),1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Isoëtaceae,Isoetes sp.,free
192,floradanica_0192.tif,Splachnum ampullaceum Oed.,1765,G. C. Oeder,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,,Tetraplodon mnioides (Sw.) Br. et Sch.?,free
193,floradanica_0193.tif,Pinus Abies L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Pinaceae,Picea abies (L.) H. Karsten ssp. abies,free
194,floradanica_0194.tif,Primula veris acaulis L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Primulaceae,Primula vulgaris Hudson,free
195,floradanica_0195.tif,Potamogeton lucens L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Potamogetonaceae,Potamogeton lucens L.,free
196,floradanica_0196.tif,Potamogeton perfoliatum L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Potamogetonaceae,Potamogeton perfoliatus L.,free
197,floradanica_0197.tif,Salix arenaria Oed.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Salicaceae,Salix glauca L. var. glauca,free
198,floradanica_0198.tif,Samolus Valerandi L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Primulaceae,Samolus valerandi L.,free
199,floradanica_0199.tif,Cuscuta europaea L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Cuscutaceae,Cuscuta europaea L.,free
200,floradanica_0200.tif,Saxifraga Hirculus L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Saxifragaceae,Saxifraga hirculus L.,free
201,floradanica_0201.tif,Hyoseris minima L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Asteraceae,Arnoseris minima (L.) Schweigger & Koerte,free
202,floradanica_0202.tif,Cochlearia Coronopus L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Brassicaceae,Coronopus squamatus (Forskål) Ascherson,free
203,floradanica_0203.tif,Potamogeton compressum Oed.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Potamogetonaceae,Potamogeton friesii Rupr.,free
204,floradanica_0204.tif,Myagrum paniculatum L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Brassicaceae,Neslia paniculata (L.) Desv.,free
205,floradanica_0205.tif,Prunus Padus L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Rosaceae,Prunus padus L. ssp. padus,free
206,floradanica_0206.tif,Angelica Archangelica L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Apiaceae,Angelica archangelica L. ssp. archangelica,free
207,floradanica_0207.tif,Ligusticum scoticum L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Apiaceae,Ligusticum scoticum L.,free
208,floradanica_0208.tif,Cicuta virosa L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Apiaceae,Cicuta virosa L.,free
209,floradanica_0209.tif,Veronica scutellata L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Scrophulariaceae,Veronica scutellata L.,free
210,floradanica_0210.tif,Circaea lutetiana L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Onagraceae,Circaea lutetiana L.,free
211,floradanica_0211.tif,Medicago polymorpha L. var. minima,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Fabaceae,Medicago minima (L.) L.,free
212,floradanica_0212.tif,Salix reticulata L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Salicaceae,Salix reticulata L.,free
213,floradanica_0213.tif,Phleum alpinum L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Poaceae,Phleum alpinum L.,free
214,floradanica_0214.tif,Fucus excisus? Oed.,1765,G. C. Oeder,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,,Pelvetia canaliculata (L.) Thur. et Dene. (non bona).,free
215,floradanica_0215.tif,?,1765,G. C. Oeder,Ukendt,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,,"Webera annotina (L.) Bruch, f. sterilis, bulbillifera.",free
216,floradanica_0216.tif,Clathrus nudus Oed.,1765,G. C. Oeder,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,,Stemonitis typhina Pers.,free
217,floradanica_0217.tif,Osmunda regalis L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Osmundaceae,Osmunda regalis L.,free
218,floradanica_0218.tif,Geranium lucidum L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Geraniaceae,Geranium lucidum L.,free
219,floradanica_0219.tif,Ranunculus arvensis L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Ranunculaceae,Ranunculus arvensis L.,free
220,floradanica_0220.tif,Bunium Bulbocastanum Oed.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Apiaceae,Conopodium majus (Gouan) Loret,free
221,floradanica_0221.tif,Dianthus prolifer L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Caryophyllaceae,Petrorhagia prolifera (L.) P. W. Ball & Heywood,free
222,floradanica_0222.tif,Potamogeton gramineum L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Potamogetonaceae,Potamogeton gramineus L.,free
223,floradanica_0223.tif,Pilularia globulifera L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Marsileaceae,Pilularia globulifera L.,free
224,floradanica_0224.tif,Orchis conopsea L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Orchidaceae,Gymnadenia conopsea (L.) R. Br. var. conopsea,free
225,floradanica_0225.tif,Pedicularis silvatica L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Scrophulariaceae,Pedicularis sylvatica L.,free
226,floradanica_0226.tif,Lichen vulpinus L.,1765,G. C. Oeder,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,,Chlorea vulpina (L.) Nyl.,free
227,floradanica_0227.tif,Lichen nivalis L.,1765,G. C. Oeder,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,,Cetraria nivalis (L.) Ach.,free
228,floradanica_0228.tif,Aira spicata L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Poaceae,Trisetum spicatum (L.) K. Richter ssp. spicatum,free
229,floradanica_0229.tif,Erysimum hieraciifolium L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Brassicaceae,Erysimum hieracifolium L.,free
230,floradanica_0230.tif,Dianthus Armeria L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Caryophyllaceae,Dianthus armeria L.,free
231,floradanica_0231.tif,Vaccinium uliginosum L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Ericaceae,Vaccinium uliginosum L. ssp. uliginosum,free
232,floradanica_0232.tif,Monotropa Hypopitys L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Pyrolaceae,Monotropa hypopitys L. ssp. hypopitys,free
233,floradanica_0233.tif,Medicago falcata L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Fabaceae,Medicago falcata L.,free
234,floradanica_0234.tif,Tamarix germanica L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Tamaricaceae,Myricaria germanica (L.) Desv.,free
235,floradanica_0235.tif,Orchis bifolia L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Orchidaceae,Platanthera bifolia (L.) L. C. M. Richard ssp. bifolia,free
236,floradanica_0236.tif,Eriophorum vaginatum L.,1765,G. C. Oeder,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  4,Cyperaceae,Eriophorum vaginatum L. ssp. vaginatum,free
